"","category","name","reviewer","review","date","ratings"
"56","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Mary Raymundo","Están muy bien a mi hija le gustaron muchísimo","Reviewed in Mexico on 3 November 2022","5.0 out of 5 stars"
"57","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Cheyenne","This was just as described. Very useful and a good size. I love the pastel colored covers too I use mine everyday, will definitely order again.","Reviewed in the United States on 8 April 2024","5.0 out of 5 stars"
"58","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Rosie","I journal a lot and take notes for classes, so these notebooks are perfect for just recording thoughts and not having to worry about it. I have each one for different things and label them so it's easy to keep track and store. I also love the neon pastel colors.","Reviewed in the United States on 24 April 2024","5.0 out of 5 stars"
"59","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Nadia Aucoin","My only slight issue is that the spring is a little misaligned and when you open the booklet, it doesn’t open well. Once you tighten it up a bit it’s great.","Reviewed in Canada on 11 June 2022","5.0 out of 5 stars"
"60","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Duvia","Los colores muy bonitos, las hojas están bien al igual que los resortes, peeero la portada es demasiado blanda, el cuaderno se dobla con facilidad.","Reviewed in Mexico on 13 August 2022","4.0 out of 5 stars"
"61","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Dr E Bliss","The item is:  Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets  item code 4664I feel compelled to review this item because my reading of some others’ reviews leads me to think that they were reviewing some other item.I needed a hard-backed A4 squared-ruled journal log-book; not too thick, and also robust enough to use daily without it becoming tatty.  This item, Leitz A4, 4664, bound pages – easily meets my need and is presentable; it looks good. For the price that I paid (£6.15) I was completely satisfied; it is easily worth the money.I like especially the grid-squared spacing (5 mm) and the paper quality (90 gsm) suits my fountain pen ink - so that there is no feathering. There is negligible soak-through of my fountain ink, so that my writing on one side of the paper is not noticeable on the other side.I would by it again and also recommend to others.  Excellent quality.","Reviewed in the United Kingdom on 12 September 2023","4.5 out of 5 stars"
"62","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Dropbear","No complains, lovely notebook","Reviewed in the United Kingdom on 11 December 2017","5.0 out of 5 stars"
"63","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Dr E Bliss","I bought this because I usually get Black&Red but couldn't find one with squared paper. I'll be buying this brand from now on.","Reviewed in the United Kingdom on 12 September 2023","3.0 out of 5 stars"
"64","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Amazon Customer","I picked this up because I get through a lot of A4 notepads in my day job and am always looking for good quality ones.This is a hardback cover notebook with an attractive laminate purple cover with a circular design.  The notepad also comes in white, orange, lime green, pink, blue and ice blue.  There are 80 pages (or 160 sides) and the pages are ruled but note that the ruled lines are framed within each page and do not run from edge to edge.  There's also a header box with space for a title and date, which does make it easier to organise notes but also cuts down on the amount of space you have to write in.The paper quality is good - I use rollerballs generally and there wasn't any leakage through the paper and the ivory white colour means that most ink colours show up on it.My only real criticism is that it's quite expensive for what it is - there are other providers out there doing decent quality pads for a quarter of what this costs.  As such, I can't say that I would rush to buy one on that basis but your needs may be different.","Reviewed in the United Kingdom on 25 January 2024","5.0 out of 5 stars"
"65","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Neil","Good value","Reviewed in the United Kingdom on 14 December 2023","5.0 out of 5 stars"
"66","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","I Read, Therefore I Blog","I really liked this notebook, I always have issues with loose pages that just fall out of notebooks but since this one has the plastic thing at the end I won't have that issue anymore. The paper is good quality and it even comes with a RULER! I don't know what I could use that for but it's cool that it has one.","Reviewed in the United Kingdom on 28 July 2017","5.0 out of 5 stars"
"67","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","lynn","Love the quality of the paper and the bindings and the plastic wallet at the back is really useful for keeping loose papers.What drops it down to 3 stars is that if you tear a page out the perforations don't work so you get a torn piece of paper.","Reviewed in the United Kingdom on 23 June 2023","4.0 out of 5 stars"
"68","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","ccb234","Great for taking notes.  Use it as a sort of work bullet journal and it has been perfect.  Will buy again when it’s used up","Reviewed in the United Kingdom on 25 September 2021","5.0 out of 5 stars"
"69","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Dropbear","Good quality note book. Pages are not too thin and handy having the perforated edge.","Reviewed in the United Kingdom on 11 December 2017","5.0 out of 5 stars"
"70","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","L. Coventry","Notebook good quality, however, the cover is not made with a hard material.  The colour is very girly, I love it.  I would recommend you to buy it.","Reviewed in the United Kingdom on 30 October 2021","3.0 out of 5 stars"
"71","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Dr E Bliss","The item is:  Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets  item code 4664I feel compelled to review this item because my reading of some others’ reviews leads me to think that they were reviewing some other item.I needed a hard-backed A4 squared-ruled journal log-book; not too thick, and also robust enough to use daily without it becoming tatty.  This item, Leitz A4, 4664, bound pages – easily meets my need and is presentable; it looks good. For the price that I paid (£6.15) I was completely satisfied; it is easily worth the money.I like especially the grid-squared spacing (5 mm) and the paper quality (90 gsm) suits my fountain pen ink - so that there is no feathering. There is negligible soak-through of my fountain ink, so that my writing on one side of the paper is not noticeable on the other side.I would by it again and also recommend to others.  Excellent quality.","Reviewed in the United Kingdom on 12 September 2023","4.5 out of 5 stars"
"72","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Dropbear","No complains, lovely notebook","Reviewed in the United Kingdom on 11 December 2017","5.0 out of 5 stars"
"73","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Dr E Bliss","I bought this because I usually get Black&Red but couldn't find one with squared paper. I'll be buying this brand from now on.","Reviewed in the United Kingdom on 12 September 2023","3.0 out of 5 stars"
"74","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Amazon Customer","I picked this up because I get through a lot of A4 notepads in my day job and am always looking for good quality ones.This is a hardback cover notebook with an attractive laminate purple cover with a circular design.  The notepad also comes in white, orange, lime green, pink, blue and ice blue.  There are 80 pages (or 160 sides) and the pages are ruled but note that the ruled lines are framed within each page and do not run from edge to edge.  There's also a header box with space for a title and date, which does make it easier to organise notes but also cuts down on the amount of space you have to write in.The paper quality is good - I use rollerballs generally and there wasn't any leakage through the paper and the ivory white colour means that most ink colours show up on it.My only real criticism is that it's quite expensive for what it is - there are other providers out there doing decent quality pads for a quarter of what this costs.  As such, I can't say that I would rush to buy one on that basis but your needs may be different.","Reviewed in the United Kingdom on 25 January 2024","5.0 out of 5 stars"
"75","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Neil","Good value","Reviewed in the United Kingdom on 14 December 2023","5.0 out of 5 stars"
"76","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","I Read, Therefore I Blog","I really liked this notebook, I always have issues with loose pages that just fall out of notebooks but since this one has the plastic thing at the end I won't have that issue anymore. The paper is good quality and it even comes with a RULER! I don't know what I could use that for but it's cool that it has one.","Reviewed in the United Kingdom on 28 July 2017","5.0 out of 5 stars"
"77","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","lynn","Love the quality of the paper and the bindings and the plastic wallet at the back is really useful for keeping loose papers.What drops it down to 3 stars is that if you tear a page out the perforations don't work so you get a torn piece of paper.","Reviewed in the United Kingdom on 23 June 2023","4.0 out of 5 stars"
"78","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","ccb234","Great for taking notes.  Use it as a sort of work bullet journal and it has been perfect.  Will buy again when it’s used up","Reviewed in the United Kingdom on 25 September 2021","5.0 out of 5 stars"
"79","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Dropbear","Good quality note book. Pages are not too thin and handy having the perforated edge.","Reviewed in the United Kingdom on 11 December 2017","5.0 out of 5 stars"
"80","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","L. Coventry","Notebook good quality, however, the cover is not made with a hard material.  The colour is very girly, I love it.  I would recommend you to buy it.","Reviewed in the United Kingdom on 30 October 2021","3.0 out of 5 stars"
"81","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Dr E Bliss","The item is:  Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets  item code 4664I feel compelled to review this item because my reading of some others’ reviews leads me to think that they were reviewing some other item.I needed a hard-backed A4 squared-ruled journal log-book; not too thick, and also robust enough to use daily without it becoming tatty.  This item, Leitz A4, 4664, bound pages – easily meets my need and is presentable; it looks good. For the price that I paid (£6.15) I was completely satisfied; it is easily worth the money.I like especially the grid-squared spacing (5 mm) and the paper quality (90 gsm) suits my fountain pen ink - so that there is no feathering. There is negligible soak-through of my fountain ink, so that my writing on one side of the paper is not noticeable on the other side.I would by it again and also recommend to others.  Excellent quality.","Reviewed in the United Kingdom on 12 September 2023","4.5 out of 5 stars"
"82","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Dropbear","No complains, lovely notebook","Reviewed in the United Kingdom on 11 December 2017","5.0 out of 5 stars"
"83","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Dr E Bliss","I bought this because I usually get Black&Red but couldn't find one with squared paper. I'll be buying this brand from now on.","Reviewed in the United Kingdom on 12 September 2023","3.0 out of 5 stars"
"84","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Amazon Customer","I picked this up because I get through a lot of A4 notepads in my day job and am always looking for good quality ones.This is a hardback cover notebook with an attractive laminate purple cover with a circular design.  The notepad also comes in white, orange, lime green, pink, blue and ice blue.  There are 80 pages (or 160 sides) and the pages are ruled but note that the ruled lines are framed within each page and do not run from edge to edge.  There's also a header box with space for a title and date, which does make it easier to organise notes but also cuts down on the amount of space you have to write in.The paper quality is good - I use rollerballs generally and there wasn't any leakage through the paper and the ivory white colour means that most ink colours show up on it.My only real criticism is that it's quite expensive for what it is - there are other providers out there doing decent quality pads for a quarter of what this costs.  As such, I can't say that I would rush to buy one on that basis but your needs may be different.","Reviewed in the United Kingdom on 25 January 2024","5.0 out of 5 stars"
"85","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Neil","Good value","Reviewed in the United Kingdom on 14 December 2023","5.0 out of 5 stars"
"86","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","I Read, Therefore I Blog","I really liked this notebook, I always have issues with loose pages that just fall out of notebooks but since this one has the plastic thing at the end I won't have that issue anymore. The paper is good quality and it even comes with a RULER! I don't know what I could use that for but it's cool that it has one.","Reviewed in the United Kingdom on 28 July 2017","5.0 out of 5 stars"
"87","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","lynn","Love the quality of the paper and the bindings and the plastic wallet at the back is really useful for keeping loose papers.What drops it down to 3 stars is that if you tear a page out the perforations don't work so you get a torn piece of paper.","Reviewed in the United Kingdom on 23 June 2023","4.0 out of 5 stars"
"88","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","ccb234","Great for taking notes.  Use it as a sort of work bullet journal and it has been perfect.  Will buy again when it’s used up","Reviewed in the United Kingdom on 25 September 2021","5.0 out of 5 stars"
"89","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","Dropbear","Good quality note book. Pages are not too thin and handy having the perforated edge.","Reviewed in the United Kingdom on 11 December 2017","5.0 out of 5 stars"
"90","Notebook","Leitz A4 Hard Covered Notebook, Squared, 90 gsm Ivory Paper, Solid Range, Black, 80 Sheets","L. Coventry","Notebook good quality, however, the cover is not made with a hard material.  The colour is very girly, I love it.  I would recommend you to buy it.","Reviewed in the United Kingdom on 30 October 2021","3.0 out of 5 stars"
"91","Notebook","My Notes A4 Card Cover Wirebound Notebook, Ruled with Margin and Perforated, 200 Page, 1 Notebook Black","R Coleman","About a year ago I bought some Oxford Campus notebooks and found them excellent. I really like how my fountain pen looks on the pages, there's no bleeding unlike with other notebooks (e.g., Pukka Pads). Recently the Oxford Campus line was changed to include ""support"" for Oxford's Scribzee app, which I didn't want — there are ugly blue markers in the corners of all the pages of the new notebooks.Happily, this notebook is very similar to the old Oxford Campus ones; that is to say, it doesn't support Scribzee and has clean pages for you to do as you like with. One of the photos shows my old Campus notebook (left) next to this one (right). The paper is almost exactly the same between them (the old one looks a little grey as it's been in my bag for several months).Overall, I'm very happy. This is a quality notebook at a good price without any gimmicks like the Scribzee app.","Reviewed in the United Kingdom on 19 June 2018","4.6 out of 5 stars"
"92","Notebook","My Notes A4 Card Cover Wirebound Notebook, Ruled with Margin and Perforated, 200 Page, 1 Notebook Black","Luke Tomlinson","Hello, I recently ran out of space in my last revision book( to write things in when revising) so I scoured amazon in order to find one. One cool thing about this book is that it has the function to use an app and take a photo! (could you tell I was being sarcastic?)However even if it is something as simple as taking a photo the app allows for easy and clean filing of work so that you can keep your notes on you anywhere you may go. (considering you bring your phone around with you)Overall good product, wish that it was a bit bigger but no biggie!","Reviewed in the United Kingdom on 23 December 2016","5.0 out of 5 stars"
"93","Notebook","My Notes A4 Card Cover Wirebound Notebook, Ruled with Margin and Perforated, 200 Page, 1 Notebook Black","R Coleman","I needed regular ruled paper as I was using a fountain pen which had more ink flow than my usual, and this paper worked great, the ink didn't bleed through at all or ghost, so I could comfortably use both sides of the paper. Good quality paper","Reviewed in the United Kingdom on 19 June 2018","3.0 out of 5 stars"
"94","Notebook","My Notes A4 Card Cover Wirebound Notebook, Ruled with Margin and Perforated, 200 Page, 1 Notebook Black","R Coleman","Purchased this as it was one of the only lines of oxford notepads left without the god awful ‘sribbleze’ marks in all 4 corners of every page.Overall I’m impressed. The paper does what it says and works very well with fountain pen ink, not allowing any feathering etc. The ink didn’t get through to the other side of the page either. The pages look and feel excellent quality and are a bright white.Unfortunately it is a soft back notebook and after just week of use I’m starting to see wear. I don’t mind the back getting worn down but this in turn allows the pages inside to crease etc. I would also rather have grey lines than blue.","Reviewed in the United Kingdom on 21 January 2021","5.0 out of 5 stars"
"95","Notebook","My Notes A4 Card Cover Wirebound Notebook, Ruled with Margin and Perforated, 200 Page, 1 Notebook Black","Otter Lover","Paper quality is amazing, good value for money, used app to go along with it and it’s great for uni students","Reviewed in the United Kingdom on 11 April 2021","5.0 out of 5 stars"
"96","Notebook","My Notes A4 Card Cover Wirebound Notebook, Ruled with Margin and Perforated, 200 Page, 1 Notebook Black","Amazon Customer","Amazing quality paper, my favourite brand of notebooks","Reviewed in the United Kingdom on 21 October 2018","5.0 out of 5 stars"
"97","Notebook","My Notes A4 Card Cover Wirebound Notebook, Ruled with Margin and Perforated, 200 Page, 1 Notebook Black","Greg","The paper quality is good, and is a delight to write on with any pen. The only downfall to this product is the pad itself, it fell apart and now i just have a pile of paper that is annoying to carry around school and needs to be taken care of as its easy to crush. The main lining of the spiral outside unwound one night and all the paper just fell apart. I much prefer the Cambridge paper pads.","Reviewed in the United Kingdom on 30 April 2021","4.0 out of 5 stars"
"98","Notebook","My Notes A4 Card Cover Wirebound Notebook, Ruled with Margin and Perforated, 200 Page, 1 Notebook Black","Greg","Good quality paper, silky feel, nice to write on, St pie l bound is good quality and does not come undone . Only minor downside is that the cover feels a bit flimsy meaning the notebook feels a bit more bendy than I'd have liked but that is a minor quibble. Woukd buy again.","Reviewed in the United Kingdom on 11 March 2023","5.0 out of 5 stars"
"99","Notebook","My Notes A4 Card Cover Wirebound Notebook, Ruled with Margin and Perforated, 200 Page, 1 Notebook Black","megan","it’s okay I guess, it came scratched and the edges were a bit bent but overall it’s not bad.","Reviewed in the United Kingdom on 23 December 2016","5.0 out of 5 stars"
"100","Notebook","My Notes A4 Card Cover Wirebound Notebook, Ruled with Margin and Perforated, 200 Page, 1 Notebook Black","megan","Paper is beautiful it feels thick but i noticed the ink of my writing had come through to 3 pages that i could not use so im wasting paper to be fair it looks nice but hmmm im not sure if id buy again having to throw wasted paper away.","Reviewed in the United Kingdom on 26 July 2021","5.0 out of 5 stars"
"101","Notebook","My Notes A4 Card Cover Wirebound Notebook, Ruled with Margin and Perforated, 200 Page, 1 Notebook Black","R Coleman","About a year ago I bought some Oxford Campus notebooks and found them excellent. I really like how my fountain pen looks on the pages, there's no bleeding unlike with other notebooks (e.g., Pukka Pads). Recently the Oxford Campus line was changed to include ""support"" for Oxford's Scribzee app, which I didn't want — there are ugly blue markers in the corners of all the pages of the new notebooks.Happily, this notebook is very similar to the old Oxford Campus ones; that is to say, it doesn't support Scribzee and has clean pages for you to do as you like with. One of the photos shows my old Campus notebook (left) next to this one (right). The paper is almost exactly the same between them (the old one looks a little grey as it's been in my bag for several months).Overall, I'm very happy. This is a quality notebook at a good price without any gimmicks like the Scribzee app.","Reviewed in the United Kingdom on 19 June 2018","4.6 out of 5 stars"
"102","Notebook","My Notes A4 Card Cover Wirebound Notebook, Ruled with Margin and Perforated, 200 Page, 1 Notebook Black","Luke Tomlinson","Hello, I recently ran out of space in my last revision book( to write things in when revising) so I scoured amazon in order to find one. One cool thing about this book is that it has the function to use an app and take a photo! (could you tell I was being sarcastic?)However even if it is something as simple as taking a photo the app allows for easy and clean filing of work so that you can keep your notes on you anywhere you may go. (considering you bring your phone around with you)Overall good product, wish that it was a bit bigger but no biggie!","Reviewed in the United Kingdom on 23 December 2016","5.0 out of 5 stars"
"103","Notebook","My Notes A4 Card Cover Wirebound Notebook, Ruled with Margin and Perforated, 200 Page, 1 Notebook Black","R Coleman","I needed regular ruled paper as I was using a fountain pen which had more ink flow than my usual, and this paper worked great, the ink didn't bleed through at all or ghost, so I could comfortably use both sides of the paper. Good quality paper","Reviewed in the United Kingdom on 19 June 2018","3.0 out of 5 stars"
"104","Notebook","My Notes A4 Card Cover Wirebound Notebook, Ruled with Margin and Perforated, 200 Page, 1 Notebook Black","R Coleman","Purchased this as it was one of the only lines of oxford notepads left without the god awful ‘sribbleze’ marks in all 4 corners of every page.Overall I’m impressed. The paper does what it says and works very well with fountain pen ink, not allowing any feathering etc. The ink didn’t get through to the other side of the page either. The pages look and feel excellent quality and are a bright white.Unfortunately it is a soft back notebook and after just week of use I’m starting to see wear. I don’t mind the back getting worn down but this in turn allows the pages inside to crease etc. I would also rather have grey lines than blue.","Reviewed in the United Kingdom on 21 January 2021","5.0 out of 5 stars"
"105","Notebook","My Notes A4 Card Cover Wirebound Notebook, Ruled with Margin and Perforated, 200 Page, 1 Notebook Black","Otter Lover","Paper quality is amazing, good value for money, used app to go along with it and it’s great for uni students","Reviewed in the United Kingdom on 11 April 2021","5.0 out of 5 stars"
